testing_enrolled,location_id,assessment_centre,location_name,operated_by,city,address,address_fr,postal_code,province,latitude,longitude,phu,phone,website,monday,tuesday,wednesday,thursday,friday,appointments,phone_appointments,symptomatic,drive_through,accessible,additional_information,saturday,sunday,online_appointments,walk_ins,children_under_2,age_threshold,public_transit,additional_information_fr,location_name_fr,french_language_services,free_parking,weeks_pregnant,general_population,asl_interpretation,email,first_nations,community_lab,vaccine_enrolled,pharmacy
,2092,,Safeway Pharmacy,,Thunder Bay,115 West Arthur Street,,P7E 5P7,ON,48.381653,-89.279431,Thunder Bay District Health Unit,807-475-4470,www.pharmacyappointments.ca,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,1.0,1.0,,,,,10:00-18:00,10:00-18:00,www.pharmacyappointments.ca,,,,,,,,,,,,,,,1.0,1.0
,2093,,Safeway Pharmacy,,Fort Frances,417 Scott Street,,P9A 1H3,ON,48.6099241,-93.3913556,Northwestern Health Unit,807-274-0363,www.pharmacyappointments.ca,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,1.0,1.0,,,,,closed,closed,www.pharmacyappointments.ca,,,,,,,,,,,,,,,1.0,1.0
,2094,,Fairway River Pharmacy,,Kitchener,"1401 River Road East, Unit 4B",,N2A 3X9,ON,43.433673,-80.427907,"Region of Waterloo, Public Health",,https://fairwayriverpharmacy.business.site/,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,10:00-14:00,10:00-14:00,https://fairwayriverpharmacy.business.site/,,,,,,,,,,,,,,,1.0,1.0
,2095,,Huntsville's Hometown IDA Drug,,Huntsville,10 Main Street East,,P1H 2C9,ON,45.326508,-79.219388,Simcoe Muskoka District Health Unit,705-789-2561,https://www.huntsvilleshometownida.ca/,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,1.0,1.0,1.0,,,,09:00-16:00,12:00-15:00,https://www.huntsvilleshometownida.ca/,,,,,,,,,,,,,,,1.0,1.0
,2096,,Lincoln Centre Pharmacy,,Welland,"390 Lincoln Street, Unit B",,L3B 4N4,ON,42.98477,-79.237182,Niagara Region Public Health Department,,https://www.remedys.ca/en/ontario/welland/lincoln-centre-remedysrx-7003173,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,09:00-15:00,10:00-14:00,https://www.remedys.ca/en/ontario/welland/lincoln-centre-remedysrx-7003173,,,,,,,,,,,,,,,1.0,1.0
,2097,,Havelock Pharmacy,,Havelock,44 Ottawa Street West,,K0L 1Z0,ON,44.433316,-77.891688,Peterborough Public Health,705-778-3851,https://havelockguardian.medmeapp.ca/schedule,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-18:00,10:00-16:00,https://havelockguardian.medmeapp.ca/schedule,,,,,,,,,,,,,,,1.0,1.0
,2098,,Royal Medical Pharmasave,,Barrie,"1 Quarry Ridge, Unit 108",,L4M 7G1,ON,44.4149484,-79.6587186,"Simcoe Muskoka District Health, Unit",,https://royalmedicalpharmasave.medmeapp.ca/schedule,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-17:00,1.0,1.0,,,,,10:00-14:00,closed,https://royalmedicalpharmasave.medmeapp.ca/schedule,,,,,,,,,,,,,,,1.0,1.0
,2099,,Rexall,,North Bay,1205 Fisher Street,,P1B 2H2,ON,46.311125,-79.448072,North Bay-Parry Sound District Health Unit,,https://www.rexall.ca/covid-19/vaccines,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,1.0,1.0,,,,,09:00-18:00,09:00-18:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2100,,Rexall,,Sault Ste. Marie,13 Second Line West,,P6C 2J1,ON,46.53736,-84.350954,Algoma Public Health Unit,,https://www.rexall.ca/covid-19/vaccines,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,09:00-18:00,09:00-18:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2101,,Rexall,,Collingwood,1 Huron Street,,L9Y 1C3,ON,44.503204,-80.217014,Simcoe Muskoka District Health Unit,,https://www.rexall.ca/covid-19/vaccines,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,1.0,1.0,,,,,09:00-18:00,09:00-18:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2102,,Rexall,,Gloucester,2116 Montreal Road,,K1J 6M7,ON,45.447978,-75.591865,Ottawa Public Health,,https://www.rexall.ca/covid-19/vaccines,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,09:00-18:00,09:00-18:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2103,,Pharma Plus,,Owen Sound,963 2nd Avenue East,,N4K 2H5,ON,44.567025,-80.9449027,Grey-Bruce Health Unit,,https://www.rexall.ca/covid-19/vaccines,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,1.0,1.0,,,,,09:00-18:00,09:00-18:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2104,,Rexall,,Downsview,4702 Jane Street,,M3N 2L3,ON,43.769665,-79.521133,Toronto Public Health,,https://www.rexall.ca/covid-19/vaccines,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,09:00-18:00,09:00-18:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2105,,Rexall,,Thorold,"9 Pine Street North, Unit 1A",,L2V 3Z9,ON,43.125108,-79.204157,Niagara Region Public Health Department,,https://www.rexall.ca/covid-19/vaccines,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,1.0,1.0,,,,,08:00-20:00,08:00-20:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2106,,Rexall,,Sudbury,848 Lasalle Boulevard,,P3A 1X5,ON,46.522554,-80.962943,Sudbury and District Health Unit,,https://www.rexall.ca/covid-19/vaccines,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,09:00-18:00,09:00-18:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2107,,Rexall,,Ottawa,1910 St. Laurent Boulevard,,K1G 1A4,ON,45.399525,-75.624916,Ottawa Public Health,,https://www.rexall.ca/covid-19/vaccines,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,1.0,1.0,,,,,08:00-22:00,08:00-22:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2108,,Rexall,,Sudbury,117b Cedar Street,,P3E 1A9,ON,46.492128,-80.992351,Sudbury and District Health Unit,,https://www.rexall.ca/covid-19/vaccines,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,1.0,1.0,,,,,10:00-16:00,closed,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2109,,Rexall,,Ottawa,2269 Riverside Drive,,K1H 8K2,ON,45.385723,-75.677223,Ottawa Public Health,,https://www.rexall.ca/covid-19/vaccines,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,1.0,1.0,,,,,08:00-18:00,10:00-18:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2110,,Rexall,,Ottawa,"2121 Carling Avenue, Unit 35A",,K2A 1H2,ON,45.373174,-75.769897,Ottawa Public Health,,https://www.rexall.ca/covid-19/vaccines,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,1.0,1.0,,,,,08:00-19:00,08:00-17:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2111,,Rexall,,Sudbury,555 Barrydowne Road,,P3A 3T4,ON,46.507931,-80.944653,Sudbury and District Health Unit,,https://www.rexall.ca/covid-19/vaccines,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,1.0,1.0,,,,,09:00-19:00,09:00-19:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2112,,Rexall,,Stoney Creek,102 Hamilton Regional Road 8,,L8G 1C2,ON,43.2219687,-79.7662228,Hamilton Public Health Services,,https://www.rexall.ca/covid-19/vaccines,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,1.0,1.0,,,,,08:00-20:00,08:00-20:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2113,,Rexall,,Welland,200 Fitch Street,,L3C 4V9,ON,42.995022,-79.264543,Niagara Region Public Health Department,,https://www.rexall.ca/covid-19/vaccines,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,09:00-20:00,09:00-18:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2114,,Rexall,,Sault Ste. Marie,129 Trunk Road,,P6A 3S4,ON,46.511665,-84.296112,Algoma Public Health Unit,,https://www.rexall.ca/covid-19/vaccines,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,1.0,1.0,,,,,08:00-22:00,08:00-22:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2115,,Port Rowan Pharmasave,,Port Rowan,1024 Bay Street,,N0E 1M0,ON,42.623904,-80.450243,Haldimand-Norfolk Health Unit,,https://portrowanpharmasave.medmeapp.ca/schedule,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,1.0,1.0,,,,,09:00-17:00,closed,https://portrowanpharmasave.medmeapp.ca/schedule,,,,,,,,,,,,,,,1.0,1.0
,2116,,Shoppers Drug Mart,,Richmond Hill,9275 Bayview Avenue,,L4C 9X4,ON,43.856827,-79.409802,York Region Public Health Services,,https://covid-19.shoppersdrugmart.ca/en,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,1.0,1.0,1.0,,,,09:00-00:00,09:00-00:00,https://covid-19.shoppersdrugmart.ca/en,,,2y,,,,,,,,,,,,1.0,1.0
,2117,,Shoppers Drug Mart,,Sudbury,86 Elm Street,,P3C 1T2,ON,46.493251,-80.997321,Sudbury and District Health Unit,,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,1.0,1.0,,,,,08:00-22:00,08:00-22:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
1.0,2118,,Allwell Pharmacy,,Mississauga,"4665 Central Pkway East, Unit 14",,L4Z 2V5,ON,43.616029,-79.640517,Peel Public Health,,https://www.bookmyshot.com/covidshot/(905)890-7775,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,1.0,1.0,1.0,,,,10:00-15:00,closed,https://www.bookmyshot.com/covidshot/(905)890-7775,,,2y,,,,,,,,,,,,1.0,1.0
,2119,,Brown's Guardian Pharmacy,,Walkerton,331 Durham Street,,N0G 2V0,ON,44.132741,-81.147698,Grey-Bruce Health Unit,,https://www.bookmyshot.com/covidshot/5198812420,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-17:00,closed,https://www.bookmyshot.com/covidshot/5198812420,,,,,,,,,,,,,,,1.0,1.0
1.0,2120,,Shoppers Drug Mart,,Stoney Creek,"270 Mudd Street West, Unit 1",,L8J 3Z6,ON,43.196536,-79.793725,Hamilton Public Health Services,,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,1.0,1.0,1.0,,,,08:00-00:00,08:00-00:00,https://covid-19.shoppersdrugmart.ca/en,,,2y,,,,,,,,,,,,1.0,1.0
,2121,,PharmaWell Drugmart,,Verona,6674 Highway 38,,K0H 2W0,ON,44.478779,-76.694887,"Kingston, Frontenac, and Lennox & Addington Health Unit",613-374-5500,,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-14:00,closed,,,,,,,,,,,,,,,,1.0,1.0
1.0,2122,,Carlingwood Pharmacy,,Ottawa,356 A Woodroffe Avenue,,K2A 3V6,ON,45.3703485,-75.7715348,Ottawa Public Health,,https://carlingwoodpharmasave.medmeapp.ca/schedule,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,1.0,1.0,1.0,,,,10:00-15:00,closed,https://carlingwoodpharmasave.medmeapp.ca/schedule,,,5y,,,,,,,,,,,,1.0,1.0
,2123,,Sioux Lookout Remedy's Rx,,Sioux Lookout,75 King Street,,P8T 1B1,ON,50.098782,-91.920376,Northwestern Health Unit,807-737-4998,https://www.pharmaconnect.ca/appointment/c5224e08-5799-4428-8f69-f9d7536146ab,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,08:00-16:00,1.0,1.0,,,,,closed,closed,https://www.pharmaconnect.ca/appointment/c5224e08-5799-4428-8f69-f9d7536146ab,,,,,,,,,,,,,,,1.0,1.0
1.0,2124,,Embrun Compounding Pharmacy,,Embrun,934 Notre Dame Street,,K0A 1W1,ON,45.2715739,-75.2847773,Eastern Ontario Health Unit,613-443-2999,https://www.guardian-ida-pharmacies.ca/en/ontario/embrun/embrun-compounding-pharmacy-7001915,09:30-18:30,09:30-18:30,09:30-18:30,09:30-18:30,09:30-18:30,1.0,1.0,1.0,,,,09:30-16:30,closed,https://www.guardian-ida-pharmacies.ca/en/ontario/embrun/embrun-compounding-pharmacy-7001915,,,0y,,,,,,,,,,,,1.0,1.0
1.0,2125,,Madill Health-Aid Pharmacy,,Oakville,290 Lakeshore Road East,,L6J 1J2,ON,43.447537,-79.666092,Halton Region Health Department,905-339-1066,https://www.remedys.ca/en/ontario/oakville/madill-health-aid-pharmacy-7042372,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:00,1.0,1.0,1.0,,,,09:00-14:00,closed,https://www.remedys.ca/en/ontario/oakville/madill-health-aid-pharmacy-7042372,,,0m,,,,,,,,,,,,1.0,1.0
,2126,,Urban Square Drug Mart,,Sault Ste. Marie,197 Trunk Road,,P6A 3S5,ON,46.5133679,-84.2910013,Algoma Public Health Unit,,https://drugmarts.ca/registration/,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,1.0,1.0,,,,,08:00-20:00,08:00-19:00,https://drugmarts.ca/registration/,,,,,,,,,,,,,,,1.0,1.0
,2127,,Wellington Square Drug Mart,,Sault Ste. Marie,"625 Trunk Road, Unit 14",,P6A 3T1,ON,46.520525,-84.273869,"Algoma Public Health, Unit",705-945-8088,drugmarts.ca,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,1.0,1.0,,,,,09:00-17:00,12:00-17:00,drugmarts.ca,,,,,,,,,,,,,,,1.0,1.0
,2128,,Shoppers Drug Mart,,Owen Sound,1183 16th Street East,,N4K 1Z4,ON,44.573333,-80.923524,Grey-Bruce Health Unit,,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,1.0,1.0,,,,,08:00-22:00,08:00-22:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
,2129,,Shoppers Drug Mart,,Thunder Bay,300 Memorial Avenue,,P7B 3Y2,ON,48.42806,-89.234757,Thunder Bay District Health Unit,,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,1.0,1.0,,,,,08:00-22:00,08:00-22:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
,2130,,Hubbard Pharmacy,,St. Marys,155 Queen Street East,,N4X 1B6,ON,43.259682,-81.141249,Huron Perth Health Unit,,http://bookmyshot.com/covidshot/519-284-1380,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-17:00,closed,http://bookmyshot.com/covidshot/519-284-1380,,,,,,,,,,,,,,,1.0,1.0
,2131,,Lively Pharmacy,,Lively,605 Main Street,,P3Y 1M9,ON,46.437209,-81.146171,Sudbury and District Health Unit,705-692-3214,guardian-ida-pharmacies.ca,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,09:00-17:00,closed,guardian-ida-pharmacies.ca,,,,,,,,,,,,,,,1.0,1.0
,2132,,Shoppers Drug Mart,,Toronto,3003 Danforth Avenue,,M4C 1M9,ON,43.689673,-79.290646,Toronto Public Health,,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,1.0,1.0,,,,,08:00-00:00,09:00-00:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
,2133,,Shoppers Drug Mart,,Don Mills,"747 Don Mills Road, Unit 1",,M3C 1T2,ON,43.714039,-79.334223,Toronto Public Health,,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,1.0,1.0,,,,,08:00-22:00,08:00-22:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
1.0,2134,,Shoppers Drug Mart,,Weston,1995 Weston Road,,M9N 1X2,ON,43.701345,-79.519439,Toronto Public Health,,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,1.0,1.0,1.0,,,,09:00-00:00,09:00-00:00,https://covid-19.shoppersdrugmart.ca/en,,,2y,,,,,,,,,,,,1.0,1.0
,2135,,Walmart Pharmacy,,Thunder Bay,1020 Dawson Road,,P7B 1K6,ON,48.4527317,-89.2554141,Thunder Bay District Health Unit,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,1.0,1.0,,,,,09:00-18:00,10:00-18:00,https://www.walmart.ca/en/covid19-vaccinations-centre-info,,,,,,,,,,,,,,,1.0,1.0
,2136,,Shoppers Drug Mart,,Hamilton,902 Mohawk Road East,,L8T 2R8,ON,43.2159818,-79.8326871,Hamilton Public Health Services,,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,1.0,1.0,,,,,08:00-00:00,08:00-00:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
,2137,,The Medicine Shoppe,,Oakville,267 Lakeshore Road East,,L6J 1H9,ON,43.447117,-79.666985,Halton Region Health Department,905-842-2770,https://www.medicineshoppe.ca/en/ontario/oakville/the-medicine-shoppe-pharmacy-209-7002346,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,1.0,1.0,,,,,closed,closed,https://www.medicineshoppe.ca/en/ontario/oakville/the-medicine-shoppe-pharmacy-209-7002346,,,,,,,,,,,,,,,1.0,1.0
,2138,,Shoppers Drug Mart,,Thunder Bay,1186 Memorial Avenue,,P7B 5K5,ON,48.400503,-89.246718,Thunder Bay District Health Unit,,https://covid-19.shoppersdrugmart.ca/en,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,1.0,1.0,,,,,00:00-00:00,00:00-00:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
,2139,,Shoppers Drug Mart,,Guelph,615 Scottsdale Drive,,N1G 3P4,ON,43.5145946,-80.2389278,Wellington-Dufferin-Guelph Health Unit,,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,1.0,1.0,,,,,08:00-00:00,08:00-00:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
,2140,,Medical Pharmacy,,London,"520 Sarnia Road, Unit 1",,N6G 5A3,ON,42.9947378,-81.2996226,"Middlesex-London Health, Unit",519-641-8181,,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,1.0,1.0,,,,,10:00-17:00,12:00-16:00,,,,,,,,,,,,,,,,,1.0
1.0,2141,,Shoppers Drug Mart,,Carleton Place,315 McNeely Avenue,,K7C 4S6,ON,45.1438219,-76.1301299,"Leeds, Grenville, and Lanark District Health Unit",,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,1.0,1.0,1.0,,,,08:00-00:00,08:00-00:00,https://covid-19.shoppersdrugmart.ca/en,,,2y,,,,,,,,,,,,1.0,1.0
,2142,,Seaway Valley Pharmacy,,Morrisburg,45 Main Street,,K0C 1X0,ON,44.900967,-75.18271,Eastern Ontario Health Unit,613-543-2823,https://www.bookmyshot.com/6135432823,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,1.0,1.0,,,,,09:00-15:00,closed,https://www.bookmyshot.com/6135432823,,,,,,,,,,,,,,,1.0,1.0
,2143,,Wasaga Beach IDA,,Wasaga Beach,"30-45th Street South, Unit 1",,L9Z 0A6,ON,44.473197,-80.07672,"Simcoe Muskoka District Health, Unit",705-429-7557,wasagabeachida.medmeapp.ca/schedule,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,1.0,1.0,,,,,09:00-17:00,10:00-16:00,wasagabeachida.medmeapp.ca/schedule,,,,,,,,,,,,,,,1.0,1.0
,2144,,Rainbow Pharmasave,,Angus,"1 Massey Street, Unit 1",,L0M 1B0,ON,44.3148714,-79.885386,"Simcoe Muskoka District Health, Unit",,https://www.bookmyshot.com/covidshot/7054241881,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-16:00,closed,https://www.bookmyshot.com/covidshot/7054241881,,,,,,,,,,,,,,,1.0,1.0
,2145,,Shoppers Drug Mart,,Sudbury,1935 Paris Street,,P3E 3C6,ON,46.453224,-81.003094,Sudbury and District Health Unit,,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,1.0,1.0,,,,,09:00-18:00,09:00-18:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
,2146,,Minden Pharmasave,,Minden,110 Bobcaygeon Road,,K0M 2K0,ON,44.925134,-78.724154,"Haliburton, Kawartha, Pine Ridge District Health Unit",705-286-1220,www.pickthedate.ca,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,1.0,1.0,,,,,09:00-16:00,10:00-14:00,www.pickthedate.ca,,,,,,,,,,,,,,,1.0,1.0
,2147,,Russell Pharmacy,,Russell,110 Craig Street,,K4R 1C7,ON,45.257493,-75.369783,Eastern Ontario Health Unit,,https://www.book.pharmachoice.com/(613)445-5555,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,1.0,1.0,,,,,09:00-16:00,closed,https://www.book.pharmachoice.com/(613)445-5555,,,,,,,,,,,,,,,,1.0
,2148,,Shoppers Drug Mart,,Ottawa,"876 Montreal Road, Unit E",,K1K 4L3,ON,45.4457,-75.630415,Ottawa Public Health,,https://covid-19.shoppersdrugmart.ca/en,09:00-20:00,09:00-18:00,09:00-20:00,09:00-18:00,09:00-20:00,1.0,1.0,,,,,09:00-13:00,09:00-13:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
,2149,,Rexall,,Hanover,342 10th Street,,N4N 1P4,ON,44.1525011,-81.0351206,Grey-Bruce Health Unit,,https://www.rexall.ca/covid-19/vaccines,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,09:00-18:00,10:00-16:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2150,,Rexall,,Sioux Lookout,60A Front Street,,P8T 1A3,ON,50.098194,-91.917607,Northwestern Health Unit,,https://www.rexall.ca/covid-19/vaccines,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-18:00,09:00-17:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2151,,Rexall,,Barrie,68 Maple Avenue,,L4N 1R8,ON,44.390002,-79.692691,Simcoe Muskoka District Health Unit,,https://www.rexall.ca/covid-19/vaccines,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,1.0,1.0,,,,,closed,closed,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2152,,Rexall,,London,350 Oxford Street East,,N6A 1V7,ON,42.997315,-81.24794,Middlesex-London Health Unit,,https://www.rexall.ca/covid-19/vaccines,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,1.0,1.0,,,,,08:00-21:00,08:00-21:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2153,,Rexall,,Kitchener,696 Belmont Avenue West,,N2M 1P2,ON,43.4536841,-80.5199428,"Region of Waterloo, Public Health",,https://www.rexall.ca/covid-19/vaccines,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,09:00-18:00,09:00-18:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2154,,Rexall,,Wallaceburg,440 James Street,,N8A 2N7,ON,42.594325,-82.38403,Chatham-Kent Health Unit,,https://www.rexall.ca/covid-19/vaccines,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-18:00,09:00-18:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2155,,Rexall,,Chatham,403 McNaughton Avenue West,,N7L 4K4,ON,42.405442,-82.214563,Chatham-Kent Health Unit,,https://www.rexall.ca/covid-19/vaccines,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,1.0,1.0,,,,,08:30-18:30,closed,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2156,,Rexall,,Caledonia,351 Argyle Street South,,N3W 1K7,ON,43.062108,-79.96199,Haldimand-Norfolk Health Unit,,https://www.rexall.ca/covid-19/vaccines,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,09:00-18:00,09:00-18:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,2157,,Rexall,,Sudbury,"2009 Long Lake Road, Unit 107",,P3E 6C3,ON,46.45161,-81.004638,"Sudbury and District Health, Unit",,https://www.rexall.ca/covid-19/vaccines,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,1.0,1.0,,,,,09:00-17:00,09:00-17:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
